stfips,ctfips,st,cty,lon,lat,Uppm
21,43,KY,CARTER,-83.05,38.318,1.97777
21,45,KY,CASEY,-84.928,37.322,2.15632
21,47,KY,CHRISTIAN,-87.49,36.894,2.0784
21,49,KY,CLARK,-84.148,37.971,1.96256
21,51,KY,CLAY,-83.715,37.16,1.92202
21,53,KY,CLINTON,-85.135,36.726,1.70485
21,55,KY,CRITTENDEN,-88.097,37.353,2.25999
21,57,KY,CUMBERLAND,-85.388,36.787,2.03732
21,59,KY,DAVIESS,-87.089,37.732,2.09877
21,61,KY,EDMONSON,-86.238,37.209,2.01105
21,63,KY,ELLIOTT,-83.098,38.118,1.9308
21,65,KY,ESTILL,-83.965,37.692,2.11997
21,67,KY,FAYETTE,-84.459,38.042,2.08988
21,69,KY,FLEMING,-83.697,38.369,2.36404
21,71,KY,FLOYD,-82.745,37.557,1.86354
21,73,KY,FRANKLIN,-84.877,38.239,1.72077
21,75,KY,FULTON,-89.521,36.539,2.35994
21,75,KY,FULTON,-89.143,36.555,2.35994
21,77,KY,GALLATIN,-84.859,38.757,1.82609
21,79,KY,GARRARD,-84.54,37.641,1.88773
21,81,KY,GRANT,-84.624,38.649,1.76987
21,83,KY,GRAVES,-88.651,36.723,2.37048
21,85,KY,GRAYSON,-86.344,37.461,1.87943
21,87,KY,GREEN,-85.553,37.264,2.00327
21,89,KY,GREENUP,-82.922,38.546,2.34535
21,91,KY,HANCOCK,-86.778,37.84,1.90882
21,93,KY,HARDIN,-85.963,37.698,2.0311
21,95,KY,HARLAN,-83.218,36.857,1.51781
21,97,KY,HARRISON,-84.332,38.442,1.8498
21,99,KY,HART,-85.885,37.3,1.97455
21,101,KY,HENDERSON,-87.576,37.796,2.11757
21,103,KY,HENRY,-85.122,38.449,1.86657
21,105,KY,HICKMAN,-88.976,36.678,2.29637
21,107,KY,HOPKINS,-87.541,37.309,2.16987
21,109,KY,JACKSON,-84.006,37.42,1.63111
21,111,KY,JEFFERSON,-85.659,38.187,1.7327
21,113,KY,JESSAMINE,-84.581,37.874,2.04096
21,115,KY,JOHNSON,-82.832,37.846,1.792
21,117,KY,KENTON,-84.533,38.933,1.97141
21,119,KY,KNOTT,-82.954,37.354,1.75984
21,121,KY,KNOX,-83.855,36.89,1.97419
21,123,KY,LARUE,-85.698,37.546,1.86617
21,125,KY,LAUREL,-84.118,37.111,1.79568
21,127,KY,LAWRENCE,-82.735,38.068,1.87235
21,129,KY,LEE,-83.716,37.595,2.14564
21,131,KY,LESLIE,-83.382,37.095,1.61865
21,133,KY,LETCHER,-82.855,37.121,1.7004
21,135,KY,LEWIS,-83.378,38.531,2.46674
21,137,KY,LINCOLN,-84.661,37.455,2.06987
21,139,KY,LIVINGSTON,-88.353,37.207,2.0972
21,141,KY,LOGAN,-86.879,36.86,2.10074
21,143,KY,LYON,-88.083,37.019,1.8657
21,145,KY,MCCRACKEN,-88.712,37.054,2.35132
21,147,KY,MCCREARY,-84.484,36.737,1.49228
21,149,KY,MCLEAN,-87.263,37.529,2.18407
21,151,KY,MADISON,-84.279,37.719,2.00331
21,153,KY,MAGOFFIN,-83.065,37.706,1.86492
21,155,KY,MARION,-85.269,37.552,2.30185
21,157,KY,MARSHALL,-88.33,36.883,2.20618
21,159,KY,MARTIN,-82.513,37.802,1.7209
21,161,KY,MASON,-83.824,38.595,2.22387
21,163,KY,MEADE,-86.222,37.975,1.99807
21,165,KY,MENIFEE,-83.599,37.941,1.49589
21,167,KY,MERCER,-84.876,37.811,1.9669
21,169,KY,METCALFE,-85.629,36.99,1.95086
21,171,KY,MONROE,-85.717,36.712,1.9155
21,173,KY,MONTGOMERY,-83.913,38.033,2.22874
21,175,KY,MORGAN,-83.259,37.922,1.95171
21,177,KY,MUHLENBERG,-87.142,37.216,2.14623
21,179,KY,NELSON,-85.466,37.805,2.18126
21,181,KY,NICHOLAS,-84.016,38.335,1.85543
21,183,KY,OHIO,-86.849,37.479,2.10951
21,185,KY,OLDHAM,-85.448,38.4,1.81785
21,187,KY,OWEN,-84.829,38.519,1.76776
21,189,KY,OWSLEY,-83.683,37.419,2.16428
21,191,KY,PENDLETON,-84.36,38.695,1.80995
21,193,KY,PERRY,-83.221,37.245,1.73791
21,195,KY,PIKE,-82.396,37.469,1.69863
21,197,KY,POWELL,-83.824,37.831,2.14145
21,199,KY,PULASKI,-84.577,37.104,1.97649
21,201,KY,ROBERTSON,-84.052,38.519,1.91457
21,203,KY,ROCKCASTLE,-84.316,37.365,1.85693
21,205,KY,ROWAN,-83.421,38.196,1.78144
21,207,KY,RUSSELL,-85.059,36.991,1.89527
21,209,KY,SCOTT,-84.584,38.291,1.90448
21,211,KY,SHELBY,-85.195,38.215,1.79191
21,213,KY,SIMPSON,-86.582,36.742,2.28024
21,215,KY,SPENCER,-85.328,38.032,1.81619
21,217,KY,TAYLOR,-85.328,37.366,1.87035
21,219,KY,TODD,-87.179,36.836,2.1271
21,221,KY,TRIGG,-87.874,36.806,1.77083
21,223,KY,TRIMBLE,-85.338,38.612,1.69597
21,225,KY,UNION,-87.945,37.66,2.16076
21,227,KY,WARREN,-86.423,36.992,2.30826
21,229,KY,WASHINGTON,-85.175,37.753,1.78888
21,231,KY,WAYNE,-84.828,36.801,1.72944
21,233,KY,WEBSTER,-87.682,37.519,2.13629
21,235,KY,WHITLEY,-84.145,36.758,1.82764
21,237,KY,WOLFE,-83.493,37.739,1.84093
21,239,KY,WOODFORD,-84.743,38.042,1.96276
22,1,LA,ACADIA,-92.412,30.291,2.00736
22,3,LA,ALLEN,-92.828,30.653,1.72085
22,5,LA,ASCENSION,-90.911,30.203,1.5961
22,7,LA,ASSUMPTION,-91.063,29.901,1.29525
22,9,LA,AVOYELLES,-92.001,31.073,1.92709
22,11,LA,BEAUREGARD,-93.343,30.648,1.62676
22,13,LA,BIENVILLE,-93.054,32.347,1.39401
22,15,LA,BOSSIER,-93.604,32.678,1.62853
22,17,LA,CADDO,-93.882,32.579,1.53892
22,19,LA,CALCASIEU,-93.358,30.229,1.42627
22,21,LA,CALDWELL,-92.116,32.092,1.55686
22,23,LA,CAMERON,-93.198,29.847,0.932734
22,25,LA,CATAHOULA,-91.85,31.656,1.74462
22,27,LA,CLAIBORNE,-92.996,32.822,1.54062
22,29,LA,CONCORDIA,-91.639,31.458,1.85776
22,31,LA,DESOTO,-93.737,32.055,1.48886
22,33,LA,EASTBATONROUGE,-91.095,30.539,1.82058
22,35,LA,EASTCARROLL,-91.237,32.731,1.83328
22,37,LA,EASTFELICIANA,-91.046,30.845,1.97884
22,39,LA,EVANGELINE,-92.406,30.729,1.94582
22,41,LA,FRANKLIN,-91.673,32.133,1.71133
22,43,LA,GRANT,-92.556,31.599,1.49623
22,45,LA,IBERIA,-91.764,29.759,1.43747
22,47,LA,IBERVILLE,-91.349,30.259,1.5595
22,49,LA,JACKSON,-92.558,32.302,1.46782
22,51,LA,JEFFERSON,-90.109,29.723,0.479805
22,53,LA,JEFFERSONDAVIS,-92.814,30.268,1.76126
22,55,LA,LAFAYETTE,-92.063,30.207,2.19646
22,57,LA,LAFOURCHE,-90.402,29.5,0.776373
22,59,LA,LASALLE,-92.16,31.677,1.47292
22,61,LA,LINCOLN,-92.664,32.601,1.45055
22,63,LA,LIVINGSTON,-90.724,30.438,1.41251
22,65,LA,MADISON,-91.246,32.366,1.59096
22,65,LA,MADISON,-91.032,32.147,1.59096
22,67,LA,MOREHOUSE,-91.801,32.821,1.58299
22,69,LA,NATCHITOCHES,-93.096,31.723,1.4917
22,71,LA,ORLEANS,-89.931,30.068,0.548462
22,73,LA,OUACHITA,-92.155,32.479,1.37642
22,75,LA,PLAQUEMINES,-89.484,29.391,0.489511
22,77,LA,POINTECOUPEE,-91.601,30.706,1.88493
22,79,LA,RAPIDES,-92.533,31.198,1.65895
22,81,LA,REDRIVER,-93.339,32.093,1.46691
22,83,LA,RICHLAND,-91.764,32.418,1.67067
22,85,LA,SABINE,-93.553,31.565,1.35523
22,87,LA,STBERNARD,-89.462,29.911,0.439891
22,87,LA,STBERNARD,-88.908,29.853,0.439891
22,89,LA,STCHARLES,-90.358,29.913,0.790648
22,91,LA,STHELENA,-90.71,30.822,1.77713
22,93,LA,STJAMES,-90.796,30.026,1.42758
22,95,LA,STJOHNTHEBAPTIST,-90.507,30.114,1.08596
22,97,LA,STLANDRY,-92.006,30.599,1.91625
22,99,LA,STMARTIN,-91.27,29.846,1.7364
22,99,LA,STMARTIN,-91.726,30.228,1.7364
22,101,LA,STMARY,-91.475,29.634,1.12237
22,103,LA,STTAMMANY,-89.96,30.404,1.25196
22,105,LA,TANGIPAHOA,-90.408,30.634,1.43185
22,107,LA,TENSAS,-91.339,32.001,1.63426
22,109,LA,TERREBONNE,-90.834,29.339,0.525773
22,111,LA,UNION,-92.375,32.832,1.38023
22,113,LA,VERMILION,-92.303,29.807,1.34382
22,115,LA,VERNON,-93.184,31.108,1.46987
22,117,LA,WASHINGTON,-90.041,30.853,1.544
22,119,LA,WEBSTER,-93.335,32.713,1.38832
22,121,LA,WESTBATONROUGE,-91.312,30.463,1.85307
22,123,LA,WESTCARROLL,-91.456,32.788,1.92686
22,125,LA,WESTFELICIANA,-91.696,31.023,1.90078
22,125,LA,WESTFELICIANA,-91.415,30.877,1.90078
22,127,LA,WINN,-92.637,31.944,1.40051
23,1,ME,ANDROSCOGGIN,-70.207,44.166,2.44824
23,3,ME,AROOSTOOK,-68.599,46.658,0.774431
23,5,ME,CUMBERLAND,-70.331,43.806,3.25287
23,7,ME,FRANKLIN,-70.443,44.973,1.46844
23,9,ME,HANCOCK,-68.369,44.565,2.06677
23,11,ME,KENNEBEC,-69.768,44.409,1.71544
23,13,ME,KNOX,-69.045,44.051,1.81904
23,15,ME,LINCOLN,-69.529,43.999,1.83276
23,17,ME,OXFORD,-70.757,44.5,2.18004
23,19,ME,PENOBSCOT,-68.65,45.401,1.29388
23,21,ME,PISCATAQUIS,-69.286,45.837,0.945979
23,23,ME,SAGADAHOC,-69.842,43.914,2.00772
23,25,ME,SOMERSET,-69.959,45.512,1.06109
23,27,ME,WALDO,-69.122,44.485,1.57382
23,29,ME,WASHINGTON,-67.611,44.97,1.49904
23,31,ME,YORK,-70.67,43.436,3.3112
24,1,MD,ALLEGANY,-78.699,39.622,1.94127
24,3,MD,ANNEARUNDEL,-76.568,38.994,1.58514
24,5,MD,BALTIMORE,-76.617,39.443,2.22448
24,9,MD,CALVERT,-76.531,38.535,1.19917
24,11,MD,CAROLINE,-75.832,38.872,1.20585
24,13,MD,CARROLL,-77.023,39.563,2.37807
24,15,MD,CECIL,-75.948,39.562,1.69078
24,17,MD,CHARLES,-77.014,38.473,1.4156
24,19,MD,DORCHESTER,-76.084,38.422,1.06637
24,21,MD,FREDERICK,-77.399,39.472,1.8755
24,23,MD,GARRETT,-79.274,39.529,1.62861
24,25,MD,HARFORD,-76.3,39.537,2.02513
24,27,MD,HOWARD,-76.931,39.251,2.13272
24,29,MD,KENT,-76.097,39.235,1.59139
24,31,MD,MONTGOMERY,-77.204,39.137,1.9499
24,33,MD,PRINCEGEORGE''S,-76.848,38.83,0
24,35,MD,QUEENANNE''S,-76.085,39.037,0
24,37,MD,STMARY''S,-76.529,38.216,0
24,39,MD,SOMERSET,-75.853,38.08,0.960753
24,41,MD,TALBOT,-76.179,38.748,1.47058
24,43,MD,WASHINGTON,-77.815,39.604,2.23125
24,45,MD,WICOMICO,-75.632,38.369,0.822856
24,47,MD,WORCESTER,-75.298,38.216,0.913133
24,510,MD,XBALTIMORE,-76.611,39.301,1.57909
25,1,MA,BARNSTABLE,-70.257,41.777,0
25,3,MA,BERKSHIRE,-73.207,42.371,1.61977
25,5,MA,BRISTOL,-71.089,41.757,1.68913
25,7,MA,DUKES,-70.703,41.398,0
25,9,MA,ESSEX,-70.905,42.639,2.00698
25,11,MA,FRANKLIN,-72.592,42.583,1.69334
25,13,MA,HAMPDEN,-72.632,42.135,1.96705
25,15,MA,HAMPSHIRE,-72.664,42.34,1.82664
25,17,MA,MIDDLESEX,-71.392,42.485,2.43343
25,19,MA,NANTUCKET,-70.177,41.304,0
25,21,MA,NORFOLK,-70.776,42.289,2.04101
25,21,MA,NORFOLK,-71.217,42.159,2.04101
25,21,MA,NORFOLK,-71.141,42.324,2.04101
25,23,MA,PLYMOUTH,-70.736,41.987,1.42956
25,25,MA,SUFFOLK,-70.982,42.349,0
25,27,MA,WORCESTER,-71.908,42.351,2.5116
26,1,MI,ALCONA,-83.129,44.684,0.588574
26,3,MI,ALGER,-86.572,46.948,0.319494
26,5,MI,ALLEGAN,-86.291,42.593,0.650564
26,7,MI,ALPENA,-83.165,45.031,0.593462
26,9,MI,ANTRIM,-85.177,45.008,0.491954
26,11,MI,ARENAC,-83.747,44.043,0.770969
26,13,MI,BARAGA,-88.352,46.7,0.869524
26,15,MI,BARRY,-85.309,42.595,0.870902
26,17,MI,BAY,-83.942,43.721,0.773668
26,19,MI,BENZIE,-86.301,44.644,0.534249
26,21,MI,BERRIEN,-86.685,41.996,0.956569
26,23,MI,BRANCH,-85.059,41.916,1.0596
26,25,MI,CALHOUN,-85.006,42.247,0.873459
26,27,MI,CASS,-85.994,41.915,0.828133
26,29,MI,CHARLEVOIX,-85.374,45.503,0.435502
26,31,MI,CHEBOYGAN,-84.492,45.475,0.399513
26,33,MI,CHIPPEWA,-84.536,46.335,0.421763
26,35,MI,CLARE,-84.848,43.988,0.624209
26,37,MI,CLINTON,-84.602,42.944,1.30146
26,39,MI,CRAWFORD,-84.61,44.684,0.479326
26,41,MI,DELTA,-86.871,45.791,0.46879
26,43,MI,DICKINSON,-87.87,46.009,0.754613
26,45,MI,EATON,-84.838,42.596,1.06434
26,47,MI,EMMET,-84.977,45.587,0.360737
26,49,MI,GENESEE,-83.707,43.022,1.21428
26,51,MI,GLADWIN,-84.388,43.991,0.679935
26,53,MI,GOGEBIC,-89.795,46.496,0.853045
26,55,MI,GRANDTRAVERSE,-85.552,44.715,0.505613
26,57,MI,GRATIOT,-84.605,43.293,0.927678
26,59,MI,HILLSDALE,-84.593,41.888,1.3818
26,61,MI,HOUGHTON,-88.652,46.992,0.675901
26,63,MI,HURON,-82.856,43.91,1.1436
26,65,MI,INGHAM,-84.374,42.597,0.967052
26,67,MI,IONIA,-85.075,42.945,1.05955
26,69,MI,IOSCO,-83.085,44.337,0.708519
26,71,MI,IRON,-88.531,46.209,0.957869
26,73,MI,ISABELLA,-84.847,43.641,0.695222
26,75,MI,JACKSON,-84.423,42.248,0.900237
26,77,MI,KALAMAZOO,-85.531,42.245,0.83631
26,79,MI,KALKASKA,-85.09,44.685,0.425264
26,81,MI,KENT,-85.549,43.032,0.817227
26,83,MI,KEWEENAW,-88.252,47.715,0.427281
26,85,MI,LAKE,-85.802,43.99,0.560712
26,87,MI,LAPEER,-83.222,43.09,1.13424
26,89,MI,LEELANAU,-86.037,45.151,0.537899
26,91,MI,LENAWEE,-84.066,41.895,1.88864
26,93,MI,LIVINGSTON,-83.912,42.603,0.873147
26,95,MI,LUCE,-85.564,46.714,0.253338
26,97,MI,MACKINAC,-85.011,46,0.395514
26,99,MI,MACOMB,-82.91,42.673,1.33457
26,101,MI,MANISTEE,-86.364,44.343,0.628211
26,103,MI,MARQUETTE,-87.573,46.663,0.707275
26,105,MI,MASON,-86.544,43.996,0.596262
26,107,MI,MECOSTA,-85.325,43.641,0.488861
26,109,MI,MENOMINEE,-87.509,45.525,0.582969
26,111,MI,MIDLAND,-84.388,43.647,0.516539
26,113,MI,MISSAUKEE,-85.095,44.337,0.652392
26,115,MI,MONROE,-83.494,41.921,1.59784
26,117,MI,MONTCALM,-85.152,43.311,0.629849
26,119,MI,MONTMORENCY,-84.127,45.028,0.498251
26,121,MI,MUSKEGON,-86.533,43.29,0.395052
26,123,MI,NEWAYGO,-85.801,43.554,0.43939
26,125,MI,OAKLAND,-83.386,42.66,1.04521
26,127,MI,OCEANA,-86.581,43.645,0.416704
26,129,MI,OGEMAW,-84.127,44.335,0.82719
26,131,MI,ONTONAGON,-89.435,47.022,1.03563
26,133,MI,OSCEOLA,-85.325,43.99,0.680753
26,135,MI,OSCODA,-84.13,44.682,0.543003
26,137,MI,OTSEGO,-84.599,45.021,0.51446
26,139,MI,OTTAWA,-86.422,42.948,0.665198
26,141,MI,PRESQUEISLE,-83.532,45.45,0.526835
26,143,MI,ROSCOMMON,-84.612,44.336,0.578302
26,145,MI,SAGINAW,-84.053,43.335,0.87917
26,147,MI,STCLAIR,-82.665,42.931,1.43149
26,149,MI,STJOSEPH,-85.528,41.914,0.951104
26,151,MI,SANILAC,-82.647,43.443,1.23286
26,153,MI,SCHOOLCRAFT,-86.177,46.042,0.242674
26,155,MI,SHIAWASSEE,-84.147,42.954,1.16739
26,157,MI,TUSCOLA,-83.44,43.491,1.00831
26,159,MI,VANBUREN,-86.306,42.285,0.627719
26,161,MI,WASHTENAW,-83.839,42.253,1.32159
26,163,MI,WAYNE,-83.261,42.285,1.47422
26,165,MI,WEXFORD,-85.578,44.338,0.649981
27,1,MN,AITKIN,-93.415,46.608,0.502054
27,3,MN,ANOKA,-93.246,45.273,0.428565
27,5,MN,BECKER,-95.674,46.935,0.892741
27,7,MN,BELTRAMI,-94.937,47.974,0.552472
27,9,MN,BENTON,-93.998,45.699,0.866849
27,11,MN,BIGSTONE,-96.41,45.426,1.47264
27,13,MN,BLUEEARTH,-94.067,44.035,1.31208
27,15,MN,BROWN,-94.728,44.242,1.31993
27,17,MN,CARLTON,-92.677,46.592,0.717261
27,19,MN,CARVER,-93.803,44.821,1.10061
27,19,MN,CARVER,-93.766,44.635,1.10061
27,21,MN,CASS,-94.325,46.949,0.544319
27,23,MN,CHIPPEWA,-95.566,45.023,1.3148
27,25,MN,CHISAGO,-92.907,45.504,0.479352
27,27,MN,CLAY,-96.49,46.892,1.41027
27,29,MN,CLEARWATER,-95.379,47.578,0.941896
27,31,MN,COOK,-90.388,47.72,0.603508
27,33,MN,COTTONWOOD,-95.181,44.007,1.40433
27,35,MN,CROWWING,-94.07,46.483,0.530789
27,37,MN,DAKOTA,-93.066,44.672,0.976144
27,39,MN,DODGE,-92.862,44.023,1.30194
27,41,MN,DOUGLAS,-95.453,45.934,1.16849
27,43,MN,FARIBAULT,-93.948,43.674,1.34316
27,45,MN,FILLMORE,-92.09,43.674,1.51424
27,47,MN,FREEBORN,-93.349,43.674,1.25133
27,49,MN,GOODHUE,-92.722,44.41,1.21727
27,51,MN,GRANT,-96.012,45.934,1.47959
27,53,MN,HENNEPIN,-93.477,45.005,0.907991
27,55,MN,HOUSTON,-91.492,43.671,1.65455
27,57,MN,HUBBARD,-94.916,47.109,0.66992
27,59,MN,ISANTI,-93.295,45.562,0.471483
27,61,MN,ITASCA,-93.632,47.51,0.515124
27,63,MN,JACKSON,-95.154,43.674,1.36209
27,65,MN,KANABEC,-93.293,45.945,0.948014
27,67,MN,KANDIYOHI,-95.004,45.152,1.11598
27,69,MN,KITTSON,-96.782,48.777,0.992227
27,71,MN,KOOCHICHING,-93.784,48.245,0.414025
27,73,MN,LACQUIPARLE,-96.173,44.995,1.36483
27,73,MN,LACQUIPARLE,-96.452,45.3,1.36483
27,75,MN,LAKE,-91.409,47.524,0.500776
27,77,MN,LAKEOFTHEWOODS,-94.905,48.771,0.505752
27,79,MN,LESUEUR,-93.73,44.372,1.21464
27,81,MN,LINCOLN,-96.267,44.413,1.56034
27,83,MN,LYON,-95.839,44.414,1.48399
27,85,MN,MCLEOD,-94.272,44.824,1.15076
27,87,MN,MAHNOMEN,-95.809,47.325,1.16137
27,89,MN,MARSHALL,-96.369,48.358,1.01386
27,91,MN,MARTIN,-94.551,43.674,1.18041
27,93,MN,MEEKER,-94.527,45.123,1.02424
27,95,MN,MILLELACS,-93.63,45.938,0.810536
27,97,MN,MORRISON,-94.268,46.013,0.910987
27,99,MN,MOWER,-92.752,43.671,1.29814
27,101,MN,MURRAY,-95.763,44.022,1.49011
27,103,MN,NICOLLET,-94.249,44.35,1.28152
27,105,MN,NOBLES,-95.753,43.674,1.49998
27,107,MN,NORMAN,-96.455,47.327,1.30372
27,109,MN,OLMSTED,-92.402,44.004,1.27526
27,111,MN,OTTERTAIL,-95.708,46.409,0.814867
27,113,MN,PENNINGTON,-96.036,48.066,0.928646
27,115,MN,PINE,-92.741,46.121,0.849343
27,117,MN,PIPESTONE,-96.258,44.023,1.61382
27,119,MN,POLK,-96.402,47.774,1.30488
27,121,MN,POPE,-95.444,45.586,1.32465
27,123,MN,RAMSEY,-93.099,45.017,0.658327
27,125,MN,REDLAKE,-96.095,47.872,1.03105
27,127,MN,REDWOOD,-95.253,44.404,1.44242
27,129,MN,RENVILLE,-94.947,44.727,1.46313
27,131,MN,RICE,-93.296,44.354,1.21306
27,133,MN,ROCK,-96.253,43.675,1.69558
27,135,MN,ROSEAU,-95.81,48.775,0.808928
27,137,MN,STLOUIS,-92.462,47.588,0.622088
27,139,MN,SCOTT,-93.535,44.649,1.06515
27,141,MN,SHERBURNE,-93.774,45.444,0.504879
27,143,MN,SIBLEY,-94.232,44.58,1.26771
27,145,MN,STEARNS,-94.613,45.552,1.12344
27,147,MN,STEELE,-93.226,44.022,1.30971
27,149,MN,STEVENS,-96,45.586,1.60124
27,151,MN,SWIFT,-95.681,45.283,1.37167
27,153,MN,TODD,-94.897,46.071,0.95424
27,155,MN,TRAVERSE,-96.471,45.772,1.64476
27,157,MN,WABASHA,-92.23,44.284,1.16193
27,159,MN,WADENA,-94.969,46.586,0.510671
27,161,MN,WASECA,-93.587,44.022,1.23666
27,163,MN,WASHINGTON,-92.884,45.038,0.862876
27,165,MN,WATONWAN,-94.614,43.978,1.2011
27,167,MN,WILKIN,-96.468,46.357,1.26622
27,169,MN,WINONA,-91.78,43.987,1.58917
27,171,MN,WRIGHT,-93.963,45.174,0.913909
27,173,MN,YELLOWMEDICINE,-95.868,44.716,1.42659
28,1,MS,ADAMS,-91.351,31.483,1.85764
28,3,MS,ALCORN,-88.58,34.881,2.07637
28,5,MS,AMITE,-90.805,31.174,1.84303
28,7,MS,ATTALA,-89.582,33.086,1.74873
28,9,MS,BENTON,-89.188,34.817,1.67572
28,11,MS,BOLIVAR,-90.885,33.794,1.79351
28,13,MS,CALHOUN,-89.336,33.937,1.82299
28,15,MS,CARROLL,-89.92,33.449,1.86446
28,17,MS,CHICKASAW,-88.948,33.921,2.13999
28,19,MS,CHOCTAW,-89.248,33.347,1.76969
28,21,MS,CLAIBORNE,-90.911,31.973,1.83464
28,23,MS,CLARKE,-88.689,32.041,1.49798
28,25,MS,CLAY,-88.782,33.656,2.23191
28,27,MS,COAHOMA,-90.6,34.229,1.89211
28,29,MS,COPIAH,-90.449,31.869,1.7301
28,31,MS,COVINGTON,-89.552,31.633,1.65631
28,33,MS,DESOTO,-89.991,34.875,1.91842
28,35,MS,FORREST,-89.258,31.189,1.44916
28,37,MS,FRANKLIN,-90.898,31.477,1.84154
28,39,MS,GEORGE,-88.644,30.862,1.44456
28,41,MS,GREENE,-88.639,31.214,1.40882
28,43,MS,GRENADA,-89.802,33.77,1.74398
28,45,MS,HANCOCK,-89.474,30.395,1.29353
28,47,MS,HARRISON,-89.083,30.419,1.08107
28,49,MS,HINDS,-90.444,32.267,1.77676
28,51,MS,HOLMES,-90.092,33.124,1.92547
28,53,MS,HUMPHREYS,-90.527,33.128,1.80824
28,55,MS,ISSAQUENA,-90.991,32.742,1.72948
28,57,MS,ITAWAMBA,-88.361,34.28,1.81704
28,59,MS,JACKSON,-88.623,30.462,1.09698
28,61,MS,JASPER,-89.119,32.019,1.57955
28,63,MS,JEFFERSON,-91.036,31.733,1.90606
28,65,MS,JEFFERSONDAVIS,-89.823,31.57,1.61756
28,67,MS,JONES,-89.169,31.622,1.60704
28,69,MS,KEMPER,-88.641,32.754,1.72792
28,71,MS,LAFAYETTE,-89.485,34.357,1.64149
28,73,MS,LAMAR,-89.509,31.206,1.38601
28,75,MS,LAUDERDALE,-88.663,32.404,1.49616
28,77,MS,LAWRENCE,-90.107,31.55,1.73284
28,79,MS,LEAKE,-89.524,32.753,1.70107
28,81,MS,LEE,-88.68,34.29,2.23948
28,83,MS,LEFLORE,-90.301,33.551,1.80445
28,85,MS,LINCOLN,-90.454,31.532,1.86613
28,87,MS,LOWNDES,-88.443,33.473,2.35346
28,89,MS,MADISON,-90.034,32.635,1.83192
28,91,MS,MARION,-89.822,31.23,1.48285
28,93,MS,MARSHALL,-89.503,34.762,1.74382
28,95,MS,MONROE,-88.48,33.892,2.22127
28,97,MS,MONTGOMERY,-89.616,33.494,1.81151
28,99,MS,NESHOBA,-89.118,32.753,1.64244
28,101,MS,NEWTON,-89.119,32.4,1.53359
28,103,MS,NOXUBEE,-88.57,33.11,2.22278
28,105,MS,OKTIBBEHA,-88.879,33.425,2.04522
28,107,MS,PANOLA,-89.95,34.364,1.96553
28,109,MS,PEARLRIVER,-89.59,30.768,1.60302
28,111,MS,PERRY,-88.992,31.172,1.39852
28,113,MS,PIKE,-90.404,31.175,1.74468
28,115,MS,PONTOTOC,-89.037,34.225,1.97107
28,117,MS,PRENTISS,-88.52,34.618,2.1349
28,119,MS,QUITMAN,-90.289,34.251,1.79496
28,121,MS,RANKIN,-89.946,32.264,1.75675
28,123,MS,SCOTT,-89.538,32.406,1.72907
28,125,MS,SHARKEY,-90.812,32.877,1.78216
28,127,MS,SIMPSON,-89.919,31.913,1.69295
28,129,MS,SMITH,-89.507,32.018,1.6382
28,131,MS,STONE,-89.118,30.79,1.41564
28,133,MS,SUNFLOWER,-90.589,33.602,1.90237
28,135,MS,TALLAHATCHIE,-90.173,33.951,1.91118
28,137,MS,TATE,-89.945,34.65,1.95079
28,139,MS,TIPPAH,-88.909,34.768,1.86585
28,141,MS,TISHOMINGO,-88.239,34.741,1.79551
28,143,MS,TUNICA,-90.374,34.647,1.8208
28,145,MS,UNION,-89.004,34.49,1.95859
28,147,MS,WALTHALL,-90.106,31.148,1.60211
28,149,MS,WARREN,-90.852,32.359,1.55231
28,151,MS,WASHINGTON,-90.948,33.284,1.85161
28,153,MS,WAYNE,-88.696,31.641,1.51608
28,155,MS,WEBSTER,-89.285,33.613,1.88814
28,157,MS,WILKINSON,-91.318,31.158,1.91474
28,159,MS,WINSTON,-89.034,33.088,1.81754
28,161,MS,YALOBUSHA,-89.708,34.028,1.74698
28,163,MS,YAZOO,-90.395,32.78,1.85586
29,1,MO,ADAIR,-92.601,40.191,1.78923
29,3,MO,ANDREW,-94.802,39.984,2.08147
29,5,MO,ATCHISON,-95.423,40.429,2.2417
29,7,MO,AUDRAIN,-91.841,39.216,2.02736
29,9,MO,BARRY,-93.829,36.71,1.79642
29,11,MO,BARTON,-94.347,37.502,1.95809
29,13,MO,BATES,-94.34,38.257,1.96207
29,15,MO,BENTON,-93.288,38.295,1.64543
29,17,MO,BOLLINGER,-90.026,37.322,1.99752
29,19,MO,BOONE,-92.309,38.992,1.78014
29,21,MO,BUCHANAN,-94.806,39.66,1.98276
29,23,MO,BUTLER,-90.406,36.716,2.14794
29,25,MO,CALDWELL,-93.983,39.656,1.9359
29,27,MO,CALLAWAY,-91.926,38.835,1.87711
29,29,MO,CAMDEN,-92.766,38.027,1.57138
29,31,MO,CAPEGIRARDEAU,-89.685,37.384,2.26991
29,33,MO,CARROLL,-93.504,39.428,2.01967
29,35,MO,CARTER,-90.962,36.941,1.7872
29,37,MO,CASS,-94.355,38.647,1.96648
29,39,MO,CEDAR,-93.856,37.724,1.774
29,41,MO,CHARITON,-92.962,39.514,1.9036
29,43,MO,CHRISTIAN,-93.189,36.969,1.72019
29,45,MO,CLARK,-91.738,40.41,1.84225
29,47,MO,CLAY,-94.42,39.31,2.09233
